person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_to_income,stability_index,person_gender,loan_status
63,34201.47949423481,1,3.0,5,0,3935.6827534587824,12.305625088961042,0.1150734649979748,1,18,0.1150734649979748,0.06382978723404255,Female,1
49,55170.43829439246,1,21.0,1,0,9044.51699010777,10.620423676106794,0.1639377403863593,0,6,0.16393774038635936,0.6363636363636364,Male,0
57,50764.66870432476,1,23.0,0,5,14804.868747849863,16.557650948299035,0.2916372572837967,0,3,0.29163725728379675,0.5609756097560976,Female,1
21,79961.89125142245,0,3.0,4,1,4208.284832189354,11.151896224849317,0.0526286305429837,0,3,0.05262863054298372,0.6,Female,0
40,39936.87535889973,0,9.0,5,1,1375.4250804042522,11.319363230983008,0.034439977290255,0,7,0.034439977290255025,0.375,Male,0
52,57622.96093308644,1,1.0,4,0,11569.778433853116,13.420939598331003,0.2007841708670316,0,10,0.20078417086703162,0.027777777777777776,Male,0
31,65821.39404552219,1,13.0,2,3,6622.042864466486,11.009827064102366,0.1006062384501712,0,13,0.10060623845017123,0.8666666666666667,Female,1
41,79794.99214641163,0,5.0,0,2,1842.7446649269152,13.08306819549198,0.0230934876407501,0,23,0.023093487640750185,0.2,Female,0
63,39644.93309909466,1,17.0,1,1,16147.602213762728,9.38290776584152,0.4073055735369995,0,11,0.40730557353699953,0.3617021276595745,Male,0
44,37642.15062535239,0,16.0,1,2,10821.563290589913,7.644319256655834,0.2874852555130437,0,12,0.28748525551304377,0.5714285714285714,Female,0
68,28764.378920798947,1,37.0,5,1,7396.5383272877,8.26229408702497,0.2571422921264401,1,29,0.25714229212644013,0.7115384615384616,Male,1
46,94725.9924169648,0,22.0,5,0,5181.579579037936,9.988625210982214,0.0547007156835017,0,3,0.054700715683501766,0.7333333333333333,Female,0
61,77689.44876360775,3,29.0,5,3,10872.830741716803,11.355862245392109,0.1399524763626587,0,25,0.13995247636265876,0.6444444444444445,Male,1
47,49155.97211375913,1,20.0,1,5,12577.085994627638,12.497111885807476,0.2558607927745002,0,22,0.25586079277450025,0.6451612903225806,Male,1
35,88628.78302254113,1,9.0,0,2,11629.663364017244,12.36694318979955,0.1312176808414423,0,17,0.13121768084144234,0.47368421052631576,Male,0
34,47962.732112686856,3,12.0,2,1,2405.433393655592,11.030222198309056,0.0501521345365419,0,16,0.05015213453654195,0.6666666666666666,Male,0
66,64488.20942867059,2,11.0,1,1,12384.260321185178,7.789719453369894,0.1920391406569167,0,10,0.19203914065691677,0.22,Female,0
63,50203.43803445441,1,8.0,5,4,13472.247546734989,13.096478214834615,0.2683530864457737,0,21,0.2683530864457737,0.1702127659574468,Female,1
22,57956.109035009424,2,3.0,3,1,8282.979646488327,6.495967836700339,0.1429181458935562,0,4,0.1429181458935562,0.5,Male,0
56,55835.228850670945,3,38.0,0,3,15198.05190974459,7.497240679221366,0.2721946739108236,0,28,0.27219467391082364,0.95,Male,1
26,41500.29253246701,1,8.0,2,2,5740.413035288075,11.135587037312083,0.1383222306396314,0,8,0.13832223063963142,0.8,Male,0
40,71849.97076170705,2,22.0,1,2,16452.92393015501,13.3893571613034,0.2289899878278546,0,22,0.22898998782785465,0.9166666666666666,Female,0
28,64319.04835367802,1,10.0,3,0,10661.57842215322,12.881935703038565,0.1657608235048389,0,9,0.16576082350483887,0.8333333333333334,Male,0
58,70553.89187002958,1,4.0,0,0,7519.152639917219,10.698996823594127,0.1065731803111383,0,6,0.10657318031113833,0.09523809523809523,Female,0
37,56404.54370998692,0,14.0,2,1,8407.75754834612,12.334251592344396,0.1490617066521442,0,6,0.14906170665214427,0.6666666666666666,Female,0
23,31868.60236445731,2,3.0,1,6,14996.424417149825,7.803638082081968,0.4705705084159939,0,5,0.470570508415994,0.42857142857142855,Male,1
44,84187.72133115405,0,26.0,0,0,11186.21174957688,9.314608600544508,0.1328722475522968,0,7,0.13287224755229682,0.9285714285714286,Female,0
33,44748.87532865149,0,13.0,0,2,13225.33663253778,9.360088091548144,0.2955456765204992,0,15,0.2955456765204992,0.7647058823529411,Female,0
69,57281.340571368295,2,23.0,5,2,15373.346513627052,8.075368511364525,0.2683831481645057,1,2,0.26838314816450576,0.4339622641509434,Male,1
28,62707.62717644538,2,10.0,1,1,7370.114670333411,9.922125137517984,0.1175313913504579,0,10,0.1175313913504579,0.8333333333333334,Female,0
45,57148.43432435237,0,26.0,0,2,10636.491680396814,10.373527565019415,0.1861204389262566,0,22,0.18612043892625663,0.896551724137931,Male,0
21,68308.34042460549,1,0.0,2,2,8877.720198415062,9.61311727433369,0.129965391388973,0,3,0.12996539138897306,0.0,Female,0
39,71467.55844632996,1,21.0,5,3,15085.289889781689,10.229764930242066,0.2110788477699332,0,12,0.21107884776993324,0.9130434782608695,Male,1
47,45503.32993905504,3,16.0,0,1,8087.722906647201,5.0,0.1777391438709981,0,16,0.17773914387099815,0.5161290322580645,Female,0
100,82509.34683911294,1,36.0,4,4,10239.158821809357,12.157077341525548,0.1240969564548238,0,25,0.12409695645482385,0.42857142857142855,Female,0
26,44661.9289167747,2,8.0,3,1,21478.623005737663,9.783155084871506,0.4809157044193505,1,6,0.4809157044193505,0.8,Female,1
63,56734.98097761577,2,25.0,0,2,16425.58137116539,9.780320338456423,0.2895141778164329,0,20,0.2895141778164329,0.5319148936170213,Male,0
27,42246.43632791537,3,9.0,5,0,4823.859449022899,6.835141717857109,0.1141838192357875,0,7,0.11418381923578759,0.8181818181818182,Female,0
66,36530.529546984195,2,38.0,5,1,14509.88053679009,15.653017810776293,0.3971987462740726,1,24,0.39719874627407264,0.76,Female,1
54,70883.8217758173,0,20.0,2,0,13443.8464417832,15.795016150886454,0.1896602934912533,0,15,0.1896602934912533,0.5263157894736842,Female,0
33,112437.93794852088,3,15.0,0,1,4496.818310825541,5.99432613691835,0.0399937813950695,1,15,0.039993781395069566,0.8823529411764706,Male,0
36,42764.80223359366,3,12.0,0,0,9449.72132105197,10.293409337932724,0.2209696018102661,0,18,0.2209696018102661,0.6,Male,1
55,74306.43149356157,1,36.0,2,4,5261.484693913932,13.78337790162606,0.0708079312672931,1,15,0.07080793126729311,0.9230769230769231,Male,1
69,43481.77374599611,1,2.0,3,2,500.0,9.924395135059417,0.0114990709192501,0,12,0.011499070919250183,0.03773584905660377,Female,0
59,49790.30046287991,0,31.0,2,3,9270.142377286254,9.1815922132326,0.1861837002610058,0,5,0.18618370026100586,0.7209302325581395,Female,1
23,85151.67544463344,0,5.0,5,1,7469.549352464028,8.986743413585398,0.0877205212165298,0,5,0.0877205212165298,0.7142857142857143,Male,0
21,28529.29429849388,1,3.0,3,4,4495.488073401949,11.93811457064817,0.157574457551138,0,3,0.15757445755113805,0.6,Male,1
25,23236.818627537545,1,7.0,3,4,9952.06866663802,18.846180695261385,0.4282887785182434,0,3,0.42828877851824343,0.7777777777777778,Female,1
61,48256.02702473701,0,21.0,1,1,500.0,13.48370306389463,0.010361400032864,0,26,0.01036140003286408,0.4666666666666667,Female,0
23,63273.120558753486,1,5.0,5,1,10206.374696715196,7.674327482171908,0.1613066434306471,0,5,0.16130664343064713,0.7142857142857143,Female,0
48,59273.33143361763,3,3.0,5,2,10076.990605555688,9.113350872970468,0.1700088448182008,1,21,0.17000884481820086,0.09375,Male,0
37,57213.58351385992,0,19.0,2,0,13393.697766102983,10.196737489863311,0.2340999626925724,0,11,0.2340999626925724,0.9047619047619048,Female,0
45,50682.639630231555,1,18.0,5,6,1984.103820643961,8.422499077049473,0.0391476023174702,1,2,0.03914760231747022,0.6206896551724138,Male,1
63,65730.80053967838,2,36.0,0,1,20697.12127929163,7.862947200203927,0.314877060820183,0,15,0.314877060820183,0.7659574468085106,Male,0
53,15000.0,2,1.0,2,1,18779.011127084406,13.249789509424492,1.2519340751389605,0,19,1.2519340751389605,0.02702702702702703,Male,1
29,34983.89389824519,0,11.0,5,3,6133.926159170977,9.491195102771398,0.1753357181168063,1,11,0.1753357181168063,0.8461538461538461,Male,1
55,48127.75181433104,2,1.0,0,1,17298.69427833556,12.115444458041408,0.3594328350318768,0,20,0.35943283503187684,0.02564102564102564,Female,1
33,64090.695982050194,2,10.0,1,1,14285.360563712626,16.34728615436906,0.222892891781258,1,15,0.22289289178125807,0.5882352941176471,Male,1
50,79795.30280137132,3,22.0,5,0,7802.874371068433,9.426994489243372,0.0977861364909105,0,13,0.09778613649091056,0.6470588235294118,Female,0
67,32298.00583665719,0,9.0,1,2,6965.734970843678,11.823877926131502,0.2156707446915435,0,26,0.2156707446915436,0.17647058823529413,Male,0
34,79141.57251073135,2,2.0,5,0,7343.877074606813,7.9291317826039345,0.0927941768355816,0,16,0.09279417683558167,0.1111111111111111,Male,0
27,40948.766615972745,1,4.0,5,3,24131.84438484686,12.246530495226114,0.5893179790043745,1,6,0.5893179790043745,0.36363636363636365,Male,1
33,47401.80434038627,0,2.0,4,1,16800.597144557014,14.900133207443782,0.3544294859308325,0,5,0.35442948593083257,0.11764705882352941,Male,1
42,61628.65037595227,0,24.0,0,2,8986.13553058732,14.745341404276235,0.1458110063382751,0,14,0.14581100633827518,0.9230769230769231,Female,0
59,45935.278413864544,2,12.0,5,1,9417.887999851098,11.126918022896698,0.2050251642103581,1,19,0.20502516421035816,0.27906976744186046,Female,1
40,72202.35213332635,2,18.0,1,0,14237.241053406558,9.443106777138924,0.1971852804340302,0,13,0.19718528043403025,0.75,Female,1
35,41907.917097737125,3,17.0,3,2,14018.221242413194,11.710411800939692,0.334500548183296,0,17,0.33450054818329605,0.8947368421052632,Female,0
64,42209.30017439332,1,34.0,1,1,5215.619113088452,11.153334510192764,0.1235656381778288,0,24,0.12356563817782881,0.7083333333333334,Male,0
37,71039.59908418664,3,19.0,0,3,11487.6931761012,12.383415154711932,0.161708305286007,0,7,0.16170830528600705,0.9047619047619048,Female,1
66,34737.512234646834,3,23.0,5,1,7237.282358283236,9.09656056677172,0.2083419880328921,0,29,0.20834198803289217,0.46,Female,0
43,54978.5819063332,1,16.0,2,2,10760.9989065804,9.799497086505422,0.195730747019155,0,25,0.19573074701915508,0.5925925925925926,Male,0
45,16790.34664612352,2,27.0,4,2,9759.934334295744,10.345087757431648,0.5812824797485092,0,8,0.5812824797485092,0.9310344827586207,Male,1
44,86392.7870412238,3,9.0,2,2,15088.222361218835,12.999392723796378,0.1746467833480037,0,25,0.1746467833480037,0.32142857142857145,Male,1
64,74131.0387247355,0,1.0,4,6,8658.615393377771,13.397538401515378,0.1168014848075861,0,10,0.11680148480758612,0.020833333333333332,Female,1
60,105002.1439916151,3,22.0,4,1,10591.58742280438,9.705312677396044,0.1008702015041728,1,11,0.10087020150417278,0.5,Female,0
48,76767.27462892771,1,5.0,2,4,609.540830584998,7.547047457228524,0.0079401129391573,0,6,0.007940112939157393,0.15625,Male,0
34,27406.99540799037,3,1.0,0,0,11618.26464576641,12.087921876504272,0.4239160284742181,1,16,0.4239160284742181,0.05555555555555555,Female,1
64,63372.99720321184,3,20.0,5,1,6107.391364495437,13.19574464605823,0.0963721400916462,0,22,0.09637214009164626,0.4166666666666667,Male,0
20,31639.82475556391,0,2.0,1,0,2414.324850786893,10.597547111770526,0.0763065177964467,1,2,0.07630651779644672,0.5,Male,1
44,81560.75014106197,1,26.0,2,2,15645.571137928684,8.859172696887267,0.1918272099124782,0,12,0.19182720991247823,0.9285714285714286,Female,0
26,27977.19424044855,0,6.0,3,2,9791.15316267013,9.566090628832209,0.3499690883410456,1,8,0.3499690883410456,0.6,Male,1
28,27016.902315204046,2,10.0,4,1,500.0,15.918018206324104,0.0185069329624299,0,8,0.01850693296242996,0.8333333333333334,Female,0
43,17803.770926066263,1,25.0,1,3,6081.882189711524,11.665190894676384,0.3416064054613914,0,14,0.3416064054613914,0.9259259259259259,Male,1
20,40232.40357473997,3,2.0,3,4,10025.00875717602,14.040174036255518,0.2491774755279659,0,2,0.24917747552796599,0.5,Male,1
63,36210.44350432857,0,32.0,1,3,10173.74569913903,8.59072220291374,0.2809616429559298,0,22,0.2809616429559298,0.6808510638297872,Male,1
27,24767.017883214692,0,7.0,5,1,7502.971554945834,14.630736543253343,0.3029420655455984,0,9,0.30294206554559844,0.6363636363636364,Male,1
43,89796.18208487048,1,11.0,3,1,500.0,13.684058655590173,0.0055681654652914,1,19,0.005568165465291466,0.4074074074074074,Female,0
30,60597.6139277329,0,9.0,0,1,7240.439217532545,10.692755236707974,0.1194838995833614,1,12,0.11948389958336147,0.6428571428571429,Male,1
36,58244.69079713424,1,14.0,0,1,15355.16657361335,12.82681964335473,0.2636320386195415,0,18,0.26363203861954154,0.7,Male,0
27,81783.28838495853,2,9.0,2,1,17011.972322562186,14.881802921262484,0.2080128184927692,0,9,0.20801281849276929,0.8181818181818182,Female,0
54,55125.15584085869,1,25.0,1,1,6962.545182882005,7.675935913448597,0.1263043174514053,1,14,0.1263043174514053,0.6578947368421053,Male,0
54,35026.39596989721,1,36.0,0,6,19416.670548345028,9.422799066690429,0.5543439457782733,0,14,0.5543439457782733,0.9473684210526315,Female,1
52,15995.805149646874,2,2.0,0,3,1914.9445762592595,12.572101794433616,0.1197154227839249,0,6,0.11971542278392495,0.05555555555555555,Female,1
24,33898.85215313193,2,1.0,2,4,5949.842406852209,11.06074479909296,0.1755175184096167,0,6,0.17551751840961674,0.125,Female,1
61,80108.31201016925,3,5.0,2,4,14457.480618580345,12.233867013577916,0.1804741637390269,0,13,0.18047416373902694,0.1111111111111111,Male,1
58,24893.2776862768,0,20.0,0,2,13670.276025016348,13.064464573935494,0.5491553260803625,1,26,0.5491553260803625,0.47619047619047616,Female,1
60,57062.544759957535,2,8.0,1,0,9951.904607523236,12.495866912429,0.1744034488715403,0,2,0.17440344887154036,0.18181818181818182,Male,0
47,70678.50286171115,2,9.0,1,3,4404.370939598441,10.241492951803002,0.0623155664207543,0,19,0.06231556642075439,0.2903225806451613,Female,1
26,55706.89680886504,0,8.0,4,0,4391.009882011611,10.44814010469063,0.0788234515571299,0,8,0.07882345155712996,0.8,Female,0
28,57979.666575811665,0,2.0,4,0,6371.581493708886,15.666014102613415,0.1098933793518402,0,10,0.10989337935184029,0.16666666666666666,Female,0
27,63112.07825746852,3,9.0,3,0,4608.29319089973,11.258607067134651,0.0730176111789568,0,9,0.0730176111789568,0.8181818181818182,Male,0
31,57585.61743645299,3,13.0,3,0,10653.515752954518,15.065953357693756,0.1850030654739599,0,13,0.1850030654739599,0.8666666666666667,Female,1
53,82181.48344946564,1,13.0,3,3,9538.663241162629,15.274474006774248,0.1160682776799479,0,25,0.116068277679948,0.35135135135135137,Female,1
52,29194.16543544779,3,26.0,4,4,4193.190845485412,8.657153474802325,0.1436311257041109,0,29,0.14363112570411093,0.7222222222222222,Male,1
67,54808.497536775714,2,32.0,2,1,8225.585663330656,13.20652973814743,0.150078656285212,1,18,0.15007865628521208,0.6274509803921569,Female,1
42,15000.0,2,21.0,0,0,500.0,7.759364591830103,0.0333333333333333,0,11,0.03333333333333333,0.8076923076923077,Female,0
43,15000.0,0,25.0,5,1,11696.10239662539,15.85150013948599,0.7797401597750261,0,25,0.7797401597750261,0.9259259259259259,Female,1
56,48366.57938296032,3,18.0,5,2,13583.628024402857,11.565676410264611,0.2808473991275969,0,10,0.2808473991275969,0.45,Male,0
54,60867.59137889514,1,18.0,0,1,5440.949430965021,11.420050732625944,0.0893899250439468,1,21,0.08938992504394684,0.47368421052631576,Female,1
63,82613.35554475129,1,5.0,1,5,6068.120115673221,8.404626919026825,0.073452047500796,0,9,0.07345204750079601,0.10638297872340426,Male,1
59,98395.83466020926,1,18.0,4,0,11289.443689806269,9.179627529862133,0.1147349756094061,0,29,0.11473497560940614,0.4186046511627907,Male,0
41,76397.21341330961,1,13.0,1,6,10531.330695847852,11.678569695668385,0.1378496704961378,0,16,0.13784967049613783,0.52,Male,1
46,64543.31488796057,0,25.0,5,0,13865.591780408407,11.27297628570112,0.2148261489896731,0,14,0.21482614898967314,0.8333333333333334,Female,0
54,53199.29711547631,3,21.0,1,1,6116.601649681895,9.844649701515529,0.1149752342856143,0,29,0.11497523428561432,0.5526315789473685,Female,0
20,19375.43873633245,3,2.0,4,1,6697.213313638815,13.63501713677174,0.3456547954746609,0,2,0.3456547954746609,0.5,Male,0
54,47079.26788516403,3,35.0,4,2,8896.50758271839,10.992616410302093,0.1889686900913326,0,18,0.18896869009133263,0.9210526315789473,Male,0
56,75807.53502516451,3,1.0,4,0,4669.389377273201,7.96800902335843,0.061595319986637,1,10,0.06159531998663701,0.025,Male,0
66,67965.63712056082,1,29.0,5,4,8787.604729230534,13.161143947311784,0.1292948186984938,0,25,0.12929481869849385,0.58,Female,1
33,24273.317066341035,1,15.0,4,0,4751.134208696802,7.52217145559449,0.1957348555086867,0,15,0.19573485550868672,0.8823529411764706,Female,0
22,62280.512945169605,0,4.0,3,2,12087.851087836834,5.229688277624238,0.1940872114922803,0,4,0.1940872114922803,0.6666666666666666,Female,0
20,60567.856237354405,0,2.0,3,0,5323.470224097998,11.288470369958883,0.0878926637792212,1,2,0.08789266377922123,0.5,Male,0
24,56997.80240229475,1,6.0,0,1,11264.463730800097,7.90793999350579,0.1976297902030445,0,6,0.1976297902030445,0.75,Male,0
45,49442.88889245331,2,22.0,4,0,17283.081189240187,11.534336158540633,0.3495564595109688,0,26,0.34955645951096886,0.7586206896551724,Male,1
33,63311.67933888386,3,12.0,3,5,12141.120883534222,13.449074305322831,0.1917674749795739,0,8,0.19176747497957397,0.7058823529411765,Female,1
58,63946.26077824797,0,16.0,4,0,10879.430278804335,13.953511416720293,0.1701339553931368,0,21,0.17013395539313683,0.38095238095238093,Female,0
46,37170.82469137189,1,3.0,5,1,3181.799958837028,12.492944585948685,0.0855993910615491,0,24,0.08559939106154911,0.1,Female,1
28,59100.281227641906,3,10.0,3,1,16945.17266409053,7.021810261299441,0.2867189852924942,0,10,0.2867189852924942,0.8333333333333334,Male,0
34,46212.097185055725,3,16.0,5,2,15578.641110095272,8.839543851237554,0.3371117533945887,0,16,0.3371117533945887,0.8888888888888888,Female,1
34,20255.32264507514,1,12.0,3,0,9218.273664891083,11.016246349655994,0.4551037683486324,0,16,0.45510376834863236,0.6666666666666666,Female,0
45,38767.85929923673,2,2.0,2,3,8079.41497053937,11.045239018188187,0.2084049807387337,0,4,0.20840498073873376,0.06896551724137931,Male,1
61,18726.206293091494,2,25.0,2,1,5930.099226574348,8.174271416404128,0.3166738170967437,0,11,0.31667381709674375,0.5555555555555556,Female,1
32,69601.87070140209,0,14.0,0,1,18946.884718579106,9.612701701756484,0.2722180385044942,0,4,0.2722180385044943,0.875,Female,0
51,57117.78755108638,1,17.0,0,1,13919.82286958121,13.431074375273038,0.2437038174339519,1,2,0.24370381743395197,0.4857142857142857,Female,1
58,42890.187775881095,0,31.0,0,1,6207.961043199664,12.511231272730004,0.1447408222048087,0,15,0.1447408222048087,0.7380952380952381,Female,0
68,78410.42686577297,2,13.0,5,1,15496.34825236036,10.074639156242393,0.1976312191092622,0,14,0.19763121910926224,0.25,Male,0
51,51359.81815162333,0,2.0,3,1,16695.743375787708,14.08895723251856,0.3250740360197324,1,6,0.3250740360197324,0.05714285714285714,Male,1
23,21375.54488066251,0,0.0,2,0,9893.935125416438,7.020471518796578,0.4628623588616463,0,5,0.46286235886164634,0.0,Male,1
49,41210.42919632378,2,25.0,4,3,8278.263231647647,13.466607148355996,0.2008778698278182,0,13,0.20087786982781822,0.7575757575757576,Male,1
56,82657.08374546585,3,23.0,1,0,5034.582735814231,13.05378126056564,0.0609092712648527,0,7,0.06090927126485275,0.575,Female,0
42,36610.48749821713,3,24.0,2,0,13537.142671114683,13.240077030941004,0.3697613333276133,0,24,0.3697613333276133,0.9230769230769231,Male,1
58,55504.42577515661,2,13.0,2,2,7864.621307117146,11.889384923898946,0.1416935892459461,0,24,0.14169358924594613,0.30952380952380953,Male,0
64,64877.53249029277,3,2.0,4,1,7657.880267564214,9.04025443760182,0.1180359359183399,0,3,0.11803593591833993,0.041666666666666664,Male,0
34,61798.96969109885,1,12.0,2,1,9942.35495179034,12.775975462755476,0.160882212138601,1,16,0.16088221213860102,0.6666666666666666,Male,0
62,98989.195979162,3,13.0,2,2,5909.963071388053,9.753136460096233,0.0597031121722833,0,5,0.05970311217228339,0.2826086956521739,Female,0
48,26473.934861534624,2,20.0,2,1,17642.116506515744,11.615714461368787,0.6663957057682764,0,28,0.6663957057682764,0.625,Male,1
55,28470.73838934394,1,25.0,0,1,14839.55895049032,8.816301684037647,0.5212214290882068,0,6,0.5212214290882068,0.6410256410256411,Female,0
32,26804.91105795734,0,2.0,0,1,10382.786719717082,9.96532582383274,0.3873464342883851,0,12,0.38734643428838517,0.125,Female,0
51,44081.6315796623,2,33.0,3,1,5743.766941816793,10.57025295108764,0.1302984199084582,0,14,0.13029841990845828,0.9428571428571428,Female,0
26,71987.54776364903,2,3.0,0,6,6013.708463200542,12.199171713196824,0.0835381763932961,1,8,0.08353817639329612,0.3,Male,1
41,29365.308404069776,3,23.0,2,1,5793.206516638847,12.70158191840969,0.1972806291329792,0,22,0.1972806291329792,0.92,Female,0
47,72267.21011887878,1,0.0,1,2,3846.5138707102537,16.087098233588,0.0532262676860332,0,6,0.053226267686033266,0.0,Male,0
21,50702.53339855474,2,3.0,0,2,11613.42976869798,11.44437940084106,0.229050285858675,0,3,0.229050285858675,0.6,Male,0
61,27820.06613578153,1,32.0,3,3,6787.811198591547,8.15681126609353,0.2439897578051125,0,16,0.24398975780511248,0.7111111111111111,Female,1
64,15000.0,1,6.0,3,3,6502.244184069311,13.399896891518187,0.4334829456046207,0,24,0.43348294560462075,0.125,Female,1
25,19448.590123813472,3,7.0,5,0,5930.315486507869,12.01290280824419,0.3049226421429182,1,7,0.3049226421429182,0.7777777777777778,Female,1
47,36682.93183532152,2,26.0,2,1,15017.892954138651,10.428885601739214,0.4093972919492252,1,17,0.4093972919492252,0.8387096774193549,Female,1
47,46616.976485133586,1,13.0,1,4,6207.127498786212,9.798575782035922,0.1331516534703982,0,12,0.13315165347039826,0.41935483870967744,Female,1
63,76921.25953460902,1,21.0,1,2,16345.222425008074,9.145290726479535,0.2124929118932835,0,8,0.21249291189328356,0.44680851063829785,Female,0
63,65981.76424376477,0,15.0,5,0,8561.531056325755,9.045629941164648,0.1297560190221014,0,7,0.12975601902210146,0.3191489361702128,Male,0
39,33221.17495839395,3,11.0,1,1,3774.596060457612,7.33860275184155,0.1136201854746227,1,13,0.1136201854746227,0.4782608695652174,Male,0
49,58173.30566744336,2,9.0,3,1,12346.339012518169,13.89652976028107,0.2122337534521058,0,27,0.21223375345210588,0.2727272727272727,Female,0
30,83030.9253838448,1,12.0,4,4,14436.380949787916,12.304398683071472,0.1738675184342433,0,5,0.17386751843424328,0.8571428571428571,Male,1
47,87478.34842060071,3,17.0,3,2,5709.833483528008,11.27917241718472,0.0652713909969449,0,15,0.06527139099694493,0.5483870967741935,Male,0
44,43711.87976892807,2,21.0,0,2,10316.202572318818,9.13775184884384,0.2360045513222685,1,12,0.23600455132226858,0.75,Male,1
58,69165.76859410004,1,8.0,4,1,11592.31419074814,14.268105128332795,0.167601899413245,0,27,0.16760189941324508,0.19047619047619047,Male,0
52,77799.10733775648,2,16.0,1,0,10478.169261115523,6.738092305853443,0.1346823841516031,0,13,0.13468238415160314,0.4444444444444444,Male,0
20,19858.56153643226,2,2.0,2,0,7709.278631178866,10.607021285521553,0.3882093180332082,0,2,0.3882093180332082,0.5,Female,0
46,39751.85825680607,3,28.0,4,1,14408.101822085328,13.94643910227633,0.3624510262892795,0,12,0.3624510262892795,0.9333333333333333,Female,0
32,94400.37468846526,3,12.0,3,0,8744.415702989629,5.022114737683355,0.0926311546097931,0,14,0.09263115460979314,0.75,Male,0
60,43979.277797581926,0,36.0,3,0,6971.600631947565,11.528149716570123,0.1585201254107651,0,12,0.1585201254107651,0.8181818181818182,Male,1
22,15000.0,0,4.0,0,1,1174.5854683845791,9.019528842787755,0.0783056978923052,0,4,0.07830569789230528,0.6666666666666666,Female,0
58,47580.76379226555,0,20.0,3,3,1221.2105244416994,11.363483273545606,0.0256660555045611,0,27,0.025666055504561115,0.47619047619047616,Female,1
25,72492.50998231723,1,7.0,0,0,11079.519352631138,9.876648101104204,0.1528367462422492,1,7,0.15283674624224922,0.7777777777777778,Male,1
27,50130.20873601792,0,6.0,3,1,9614.750439369984,12.781073868818668,0.1917955396914576,0,9,0.19179553969145768,0.5454545454545454,Female,1
46,64307.27893601268,2,28.0,5,3,14437.225095598144,14.69763135862389,0.224503747234641,0,17,0.224503747234641,0.9333333333333333,Female,1
28,68764.43995311463,3,10.0,1,1,15651.421707649322,18.53997912257185,0.2276092369591152,1,6,0.22760923695911528,0.8333333333333334,Male,1
