person_age,person_gender,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
25,Female,23236.818627537545,OTHER,7.0,MEDICAL,E,9952.068666638019,18.846180695261385,1,0.4282887785182434,N,3
61,Female,48256.02702473701,MORTGAGE,21.0,EDUCATION,B,500.0,13.48370306389463,0,0.01036140003286408,N,26
23,Female,63273.120558753486,OTHER,5.0,VENTURE,B,10206.374696715196,7.674327482171908,0,0.16130664343064713,N,5
48,Male,59273.33143361763,RENT,3.0,VENTURE,C,10076.990605555688,9.113350872970468,0,0.17000884481820086,Y,21
37,Female,57213.58351385992,MORTGAGE,19.0,HOMEIMPROVEMENT,A,13393.697766102985,10.196737489863313,0,0.23409996269257244,N,11
45,Male,50682.639630231555,OTHER,18.0,VENTURE,G,1984.103820643961,8.422499077049473,1,0.03914760231747022,Y,2
63,Male,65730.80053967838,OWN,36.0,DEBTCONSOLIDATION,B,20697.12127929163,7.862947200203927,0,0.314877060820183,N,15
53,Male,15000.0,OWN,1.0,HOMEIMPROVEMENT,B,18779.011127084406,13.249789509424492,1,1.2519340751389605,N,19
29,Male,34983.89389824519,MORTGAGE,11.0,VENTURE,D,6133.926159170977,9.491195102771398,1,0.1753357181168063,Y,11
55,Female,48127.751814331044,OWN,1.0,DEBTCONSOLIDATION,B,17298.69427833556,12.115444458041408,1,0.3594328350318768,N,20
33,Male,64090.695982050194,OWN,10.0,EDUCATION,B,14285.360563712626,16.34728615436906,1,0.22289289178125807,Y,15
50,Female,79795.30280137132,RENT,22.0,VENTURE,A,7802.874371068433,9.426994489243372,0,0.09778613649091056,N,13
67,Male,32298.005836657194,MORTGAGE,9.0,EDUCATION,C,6965.734970843678,11.823877926131502,0,0.21567074469154357,N,26
34,Male,79141.57251073135,OWN,2.0,VENTURE,A,7343.877074606813,7.9291317826039345,0,0.09279417683558167,N,16
27,Male,40948.766615972745,OTHER,4.0,VENTURE,D,24131.84438484686,12.246530495226114,1,0.5893179790043745,Y,6
33,Male,47401.804340386276,MORTGAGE,2.0,PERSONAL,B,16800.597144557014,14.900133207443782,1,0.3544294859308325,N,5
42,Female,61628.65037595227,MORTGAGE,24.0,DEBTCONSOLIDATION,C,8986.13553058732,14.745341404276235,0,0.14581100633827518,N,14
59,Female,45935.278413864544,OWN,12.0,VENTURE,B,9417.887999851098,11.126918022896698,1,0.20502516421035816,Y,19
40,Female,72202.35213332635,OWN,18.0,EDUCATION,A,14237.241053406558,9.443106777138924,1,0.19718528043403025,N,13
35,Female,41907.917097737125,RENT,17.0,MEDICAL,C,14018.221242413194,11.710411800939692,0,0.33450054818329605,N,17
64,Male,42209.30017439332,OTHER,34.0,EDUCATION,B,5215.619113088452,11.153334510192764,0,0.12356563817782881,N,24
37,Female,71039.59908418664,RENT,19.0,DEBTCONSOLIDATION,D,11487.6931761012,12.383415154711933,1,0.16170830528600705,N,7
66,Female,34737.512234646834,RENT,23.0,VENTURE,B,7237.282358283236,9.096560566771721,0,0.20834198803289217,N,29
43,Male,54978.5819063332,OTHER,16.0,HOMEIMPROVEMENT,C,10760.9989065804,9.799497086505422,0,0.19573074701915508,N,25
45,Male,16790.34664612352,OWN,27.0,PERSONAL,C,9759.934334295744,10.345087757431648,1,0.5812824797485092,N,8
44,Male,86392.7870412238,RENT,9.0,HOMEIMPROVEMENT,C,15088.222361218837,12.999392723796378,1,0.17464678334800374,N,25
64,Female,74131.0387247355,MORTGAGE,1.0,PERSONAL,G,8658.615393377771,13.397538401515378,1,0.11680148480758612,N,10
60,Female,105002.1439916151,RENT,22.0,PERSONAL,B,10591.587422804381,9.705312677396043,0,0.1008702015041728,Y,11
48,Male,76767.27462892771,OTHER,5.0,HOMEIMPROVEMENT,E,609.540830584998,7.547047457228524,0,0.007940112939157393,N,6
34,Female,27406.99540799037,RENT,1.0,DEBTCONSOLIDATION,A,11618.26464576641,12.087921876504272,1,0.4239160284742181,Y,16
64,Male,63372.99720321184,RENT,20.0,VENTURE,B,6107.391364495437,13.19574464605823,0,0.09637214009164626,N,22
20,Male,31639.82475556391,MORTGAGE,2.0,EDUCATION,A,2414.324850786893,10.597547111770526,1,0.07630651779644672,Y,2
44,Female,81560.75014106197,OTHER,26.0,HOMEIMPROVEMENT,C,15645.571137928684,8.859172696887267,0,0.19182720991247823,N,12
26,Male,27977.19424044855,MORTGAGE,6.0,MEDICAL,C,9791.15316267013,9.566090628832207,1,0.3499690883410456,Y,8
28,Female,27016.902315204046,OWN,10.0,PERSONAL,B,500.0,15.918018206324103,0,0.01850693296242996,N,8
43,Male,17803.770926066263,OTHER,25.0,EDUCATION,D,6081.882189711524,11.665190894676385,1,0.3416064054613914,N,14
20,Male,40232.40357473997,RENT,2.0,MEDICAL,E,10025.00875717602,14.040174036255518,1,0.24917747552796599,N,2
63,Male,36210.44350432857,MORTGAGE,32.0,EDUCATION,D,10173.74569913903,8.59072220291374,1,0.2809616429559298,N,22
27,Male,24767.017883214692,MORTGAGE,7.0,VENTURE,B,7502.971554945834,14.630736543253345,1,0.30294206554559844,N,9
43,Female,89796.18208487048,OTHER,11.0,MEDICAL,B,500.0,13.684058655590173,0,0.005568165465291466,Y,19
30,Male,60597.6139277329,MORTGAGE,9.0,DEBTCONSOLIDATION,B,7240.439217532545,10.692755236707974,1,0.11948389958336147,Y,12
36,Male,58244.69079713424,OTHER,14.0,DEBTCONSOLIDATION,B,15355.16657361335,12.82681964335473,0,0.26363203861954154,N,18
27,Female,81783.28838495853,OWN,9.0,HOMEIMPROVEMENT,B,17011.972322562186,14.881802921262485,0,0.20801281849276929,N,9
54,Male,55125.15584085869,OTHER,25.0,EDUCATION,B,6962.545182882005,7.675935913448597,0,0.1263043174514053,Y,14
54,Female,35026.39596989721,OTHER,36.0,DEBTCONSOLIDATION,G,19416.670548345028,9.422799066690429,1,0.5543439457782733,N,14
52,Female,15995.805149646874,OWN,2.0,DEBTCONSOLIDATION,D,1914.9445762592597,12.572101794433616,1,0.11971542278392497,N,6
24,Female,33898.85215313193,OWN,1.0,HOMEIMPROVEMENT,E,5949.842406852209,11.06074479909296,1,0.17551751840961674,N,6
61,Male,80108.31201016925,RENT,5.0,HOMEIMPROVEMENT,E,14457.480618580343,12.233867013577916,1,0.18047416373902694,N,13
58,Female,24893.2776862768,MORTGAGE,20.0,DEBTCONSOLIDATION,C,13670.276025016348,13.064464573935494,1,0.5491553260803625,Y,26
60,Male,57062.544759957535,OWN,8.0,EDUCATION,A,9951.904607523236,12.495866912429001,0,0.17440344887154036,N,2
47,Female,70678.50286171115,OWN,9.0,EDUCATION,D,4404.370939598441,10.241492951803002,1,0.06231556642075439,N,19
26,Female,55706.896808865036,MORTGAGE,8.0,PERSONAL,A,4391.009882011611,10.44814010469063,0,0.07882345155712996,N,8
28,Female,57979.666575811665,MORTGAGE,2.0,PERSONAL,A,6371.581493708886,15.666014102613417,0,0.10989337935184029,N,10
27,Male,63112.07825746852,RENT,9.0,MEDICAL,A,4608.29319089973,11.258607067134651,0,0.0730176111789568,N,9
31,Female,57585.61743645299,RENT,13.0,MEDICAL,A,10653.515752954518,15.065953357693756,1,0.1850030654739599,N,13
53,Female,82181.48344946564,OTHER,13.0,MEDICAL,D,9538.663241162627,15.274474006774248,1,0.11606827767994798,N,25
52,Male,29194.16543544779,RENT,26.0,PERSONAL,E,4193.190845485412,8.657153474802325,1,0.14363112570411093,N,29
67,Female,54808.497536775714,OWN,32.0,HOMEIMPROVEMENT,B,8225.585663330656,13.20652973814743,1,0.15007865628521208,Y,18
42,Female,15000.0,OWN,21.0,DEBTCONSOLIDATION,A,500.0,7.759364591830103,0,0.03333333333333333,N,11
43,Female,15000.0,MORTGAGE,25.0,VENTURE,B,11696.10239662539,15.85150013948599,1,0.7797401597750261,N,25
56,Male,48366.57938296032,RENT,18.0,VENTURE,C,13583.628024402855,11.565676410264613,0,0.2808473991275969,N,10
54,Female,60867.59137889514,OTHER,18.0,DEBTCONSOLIDATION,B,5440.949430965021,11.420050732625944,1,0.08938992504394684,Y,21
63,Male,82613.35554475129,OTHER,5.0,EDUCATION,F,6068.120115673221,8.404626919026825,1,0.07345204750079601,N,9
59,Male,98395.83466020926,OTHER,18.0,PERSONAL,A,11289.443689806269,9.179627529862131,0,0.11473497560940614,N,29
41,Male,76397.21341330961,OTHER,,EDUCATION,G,10531.330695847853,11.678569695668383,1,0.13784967049613786,N,16
46,Female,64543.31488796057,MORTGAGE,25.0,VENTURE,A,13865.591780408407,11.27297628570112,0,0.21482614898967314,N,14
54,Female,53199.29711547631,RENT,21.0,EDUCATION,B,6116.601649681895,9.844649701515529,0,0.11497523428561432,N,29
20,Male,19375.438736332446,RENT,2.0,PERSONAL,B,6697.213313638815,13.63501713677174,0,0.34565479547466094,N,2
54,Male,47079.26788516403,RENT,35.0,PERSONAL,C,8896.50758271839,10.992616410302093,0,0.18896869009133263,N,18
56,Male,75807.53502516451,RENT,1.0,PERSONAL,A,4669.389377273201,7.96800902335843,0,0.06159531998663701,Y,10
66,Female,67965.63712056082,OTHER,29.0,VENTURE,E,8787.604729230534,13.161143947311785,1,0.12929481869849385,N,25
33,Female,24273.317066341035,OTHER,15.0,PERSONAL,A,4751.134208696802,7.52217145559449,0,0.19573485550868672,N,15
22,Female,62280.512945169605,MORTGAGE,4.0,MEDICAL,C,12087.851087836834,5.229688277624238,0,0.1940872114922803,N,4
20,Male,60567.856237354405,MORTGAGE,2.0,MEDICAL,A,5323.470224097998,11.288470369958885,0,0.08789266377922123,Y,2
24,Male,56997.80240229475,OTHER,6.0,DEBTCONSOLIDATION,B,11264.463730800097,7.90793999350579,0,0.1976297902030445,N,6
45,Male,49442.88889245331,OWN,22.0,PERSONAL,A,17283.081189240187,11.534336158540631,1,0.34955645951096886,N,26
33,Female,63311.67933888386,RENT,12.0,MEDICAL,F,12141.120883534222,13.449074305322831,1,0.19176747497957397,N,8
58,Female,63946.26077824797,MORTGAGE,16.0,PERSONAL,A,10879.430278804337,13.953511416720291,0,0.17013395539313686,N,21
46,Female,37170.82469137189,OTHER,3.0,VENTURE,B,3181.799958837028,12.492944585948683,1,0.08559939106154911,N,24
28,Male,59100.281227641906,RENT,10.0,MEDICAL,B,16945.17266409053,7.021810261299441,0,0.2867189852924942,N,10
34,Female,46212.097185055725,RENT,16.0,VENTURE,C,15578.641110095272,8.839543851237554,1,0.3371117533945887,N,16
34,Female,20255.32264507514,OTHER,12.0,MEDICAL,A,9218.273664891085,11.016246349655994,0,0.4551037683486324,N,16
45,Male,38767.85929923673,OWN,2.0,HOMEIMPROVEMENT,D,8079.41497053937,11.045239018188187,1,0.20840498073873376,N,4
61,Female,18726.206293091498,OWN,25.0,HOMEIMPROVEMENT,B,5930.099226574348,8.174271416404128,1,0.3166738170967437,N,11
32,Female,69601.87070140209,MORTGAGE,14.0,DEBTCONSOLIDATION,B,18946.884718579102,9.612701701756484,0,0.2722180385044942,N,4
51,Female,57117.78755108638,OTHER,17.0,DEBTCONSOLIDATION,B,13919.82286958121,13.431074375273038,1,0.24370381743395197,Y,2
58,Female,42890.187775881095,MORTGAGE,31.0,DEBTCONSOLIDATION,B,6207.961043199664,12.511231272730004,0,0.1447408222048087,N,15
68,Male,78410.42686577297,OWN,13.0,VENTURE,B,15496.34825236036,10.074639156242391,0,0.19763121910926224,N,14
51,Male,51359.81815162333,MORTGAGE,2.0,MEDICAL,B,16695.743375787708,14.08895723251856,1,0.3250740360197324,Y,6
23,Male,21375.54488066251,MORTGAGE,0.0,HOMEIMPROVEMENT,A,9893.935125416438,7.020471518796578,1,0.46286235886164634,N,5
49,Male,41210.42919632378,OWN,25.0,PERSONAL,D,8278.263231647647,13.466607148355996,1,0.20087786982781822,N,13
56,Female,82657.08374546585,RENT,23.0,EDUCATION,A,5034.582735814231,13.05378126056564,0,0.06090927126485275,N,7
42,Male,36610.48749821713,RENT,24.0,HOMEIMPROVEMENT,A,13537.142671114685,13.240077030941004,1,0.3697613333276133,N,24
58,Male,55504.425775156604,OWN,13.0,HOMEIMPROVEMENT,C,7864.621307117146,11.889384923898946,0,0.14169358924594616,N,24
64,Male,64877.53249029277,RENT,2.0,PERSONAL,B,7657.880267564214,9.04025443760182,0,0.11803593591833993,N,3
34,Male,61798.96969109885,OTHER,12.0,HOMEIMPROVEMENT,B,9942.354951790341,12.775975462755476,0,0.16088221213860104,Y,16
62,Female,98989.195979162,RENT,13.0,HOMEIMPROVEMENT,C,5909.963071388053,9.753136460096233,0,0.05970311217228339,N,5
48,Male,26473.934861534624,OWN,20.0,HOMEIMPROVEMENT,B,17642.116506515744,11.615714461368787,1,0.6663957057682764,N,28
55,Female,28470.73838934394,OTHER,25.0,DEBTCONSOLIDATION,B,14839.55895049032,8.816301684037647,0,0.5212214290882068,N,6
32,Female,26804.91105795734,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10382.786719717082,9.965325823832739,0,0.38734643428838517,N,12
51,Female,44081.6315796623,OWN,33.0,MEDICAL,B,5743.766941816793,10.57025295108764,0,0.13029841990845828,N,14
26,Male,71987.54776364903,OWN,3.0,DEBTCONSOLIDATION,G,6013.708463200542,12.199171713196824,1,0.08353817639329612,Y,8
41,Female,29365.308404069776,RENT,23.0,HOMEIMPROVEMENT,B,5793.206516638847,12.70158191840969,0,0.1972806291329792,N,22
47,Male,72267.21011887878,OTHER,0.0,EDUCATION,C,3846.5138707102533,16.087098233588,0,0.05322626768603326,N,6
21,Male,50702.53339855474,OWN,3.0,DEBTCONSOLIDATION,C,11613.42976869798,11.44437940084106,0,0.229050285858675,N,3
61,Female,27820.066135781526,OTHER,32.0,MEDICAL,D,6787.811198591547,8.15681126609353,1,0.2439897578051125,N,16
64,Female,15000.0,OTHER,6.0,MEDICAL,D,6502.244184069311,13.399896891518187,1,0.43348294560462075,N,24
25,Female,19448.590123813472,RENT,7.0,VENTURE,A,5930.315486507869,12.01290280824419,1,0.3049226421429182,Y,7
47,Female,36682.93183532152,OWN,26.0,HOMEIMPROVEMENT,B,15017.892954138651,10.428885601739214,1,0.4093972919492252,Y,17
47,Female,46616.976485133586,OTHER,13.0,EDUCATION,E,6207.127498786212,9.798575782035922,1,0.13315165347039826,N,12
63,Female,76921.25953460902,OTHER,21.0,EDUCATION,C,16345.222425008074,9.145290726479535,0,0.21249291189328356,N,8
63,Male,65981.76424376477,MORTGAGE,15.0,VENTURE,A,8561.531056325755,9.045629941164647,0,0.12975601902210146,N,7
39,Male,33221.17495839395,RENT,11.0,EDUCATION,B,3774.596060457612,7.33860275184155,0,0.1136201854746227,Y,13
49,Female,58173.30566744336,OWN,9.0,MEDICAL,B,12346.339012518169,13.89652976028107,0,0.21223375345210588,N,27
30,Male,83030.9253838448,OTHER,12.0,PERSONAL,E,14436.380949787917,12.304398683071472,1,0.1738675184342433,N,5
47,Male,87478.34842060071,RENT,17.0,MEDICAL,C,5709.833483528008,11.279172417184721,0,0.06527139099694493,N,15
44,Male,43711.87976892807,OWN,21.0,DEBTCONSOLIDATION,C,10316.202572318818,9.137751848843841,1,0.23600455132226858,Y,12
58,Male,69165.76859410004,OTHER,8.0,PERSONAL,B,11592.314190748139,14.268105128332795,0,0.16760189941324505,N,27
52,Male,77799.10733775648,OWN,16.0,EDUCATION,A,10478.169261115523,6.738092305853443,0,0.13468238415160314,N,13
20,Female,19858.56153643226,OWN,2.0,HOMEIMPROVEMENT,A,7709.278631178866,10.607021285521553,0,0.3882093180332082,N,2
46,Female,39751.85825680607,RENT,28.0,PERSONAL,B,14408.101822085328,13.94643910227633,0,0.3624510262892795,N,12
32,Male,94400.37468846526,RENT,12.0,MEDICAL,A,8744.415702989629,5.022114737683355,0,0.09263115460979314,N,14
60,Male,43979.277797581926,MORTGAGE,36.0,MEDICAL,A,6971.600631947565,11.528149716570125,1,0.1585201254107651,N,12
22,Female,15000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,B,1174.5854683845791,9.019528842787755,0,0.07830569789230528,N,4
58,Female,47580.763792265556,MORTGAGE,20.0,MEDICAL,D,1221.2105244416994,11.363483273545606,1,0.025666055504561112,N,27
25,Male,72492.50998231723,OTHER,7.0,DEBTCONSOLIDATION,A,11079.519352631138,9.876648101104205,1,0.15283674624224922,Y,7
27,Female,50130.20873601792,MORTGAGE,6.0,MEDICAL,B,9614.750439369984,12.781073868818668,1,0.19179553969145768,N,9
46,Female,64307.27893601268,OWN,28.0,VENTURE,D,14437.225095598145,14.69763135862389,1,0.22450374723464103,N,17
28,Male,68764.43995311463,RENT,10.0,EDUCATION,B,15651.421707649322,18.53997912257185,1,0.22760923695911528,Y,6
56,Male,42901.250971354355,OWN,10.0,HOMEIMPROVEMENT,B,8774.482057170846,10.65980045263348,0,0.20452741723148507,N,28
52,Female,39612.14027171248,RENT,,DEBTCONSOLIDATION,E,14743.249482050518,13.21391825624073,1,0.37219017657015757,N,13
61,Male,53068.81951908543,RENT,28.0,VENTURE,C,7190.769435411165,12.026462191845816,1,0.13549895212621244,Y,4
63,Male,53555.578458597614,OWN,9.0,EDUCATION,D,9250.550749738415,12.248244558044906,1,0.1727280521652804,N,17
43,Male,51081.536396939424,OWN,4.0,DEBTCONSOLIDATION,B,9107.575364994364,15.427399842747125,0,0.17829485969689918,N,20
34,Male,51903.13045364928,OTHER,7.0,PERSONAL,G,17895.31273116821,8.9474198214578,1,0.3447829172298027,N,16
51,Female,35029.07730758524,RENT,4.0,VENTURE,A,3607.5694652688394,9.925145004455723,1,0.1029878530225417,N,29
51,Male,65005.73820161896,MORTGAGE,23.0,DEBTCONSOLIDATION,F,10295.688280723345,10.473579024050055,1,0.1583812224205606,N,12
43,Female,61984.63894225933,OTHER,25.0,VENTURE,E,6519.824613350552,8.045454068006471,1,0.10518452191717978,Y,22
60,Male,23279.832667290837,MORTGAGE,25.0,VENTURE,C,8504.925137516122,10.995575195479898,0,0.36533446176638146,N,20
68,Male,42216.75365828066,OTHER,5.0,VENTURE,C,8291.087143385757,12.973909769210707,0,0.19639328998380937,N,28
68,Male,51861.59745078893,RENT,15.0,PERSONAL,D,10360.319667722171,13.485085872571542,1,0.19976861834140375,N,19
31,Male,39313.739954476514,OWN,13.0,MEDICAL,B,16734.58751404724,10.44852286528699,0,0.42566765546664137,N,13
58,Male,62747.43955175587,OWN,11.0,VENTURE,C,19510.001835036895,14.426107787309185,0,0.3109290510403136,N,10
21,Male,48662.349230857246,RENT,3.0,EDUCATION,E,13282.85748876579,5.0,1,0.2729596433117332,N,3
22,Male,53381.45058910374,OWN,2.0,MEDICAL,A,5104.335166595952,17.976146170047173,1,0.09562001613417849,Y,4
68,Male,41985.81385033853,RENT,36.0,PERSONAL,E,9126.865972172882,12.701769837875739,1,0.21737975604584578,Y,7
56,Female,15000.0,RENT,5.0,HOMEIMPROVEMENT,D,11303.01065298721,9.708693277725596,1,0.7535340435324807,N,4
68,Female,15000.0,RENT,18.0,PERSONAL,D,7965.383688324152,12.386304984360404,1,0.5310255792216101,N,24
